baseItemId,oldCandidateDefinitionId,oldNodeKind,oldUnlockLevel,oldRequiredRarity,oldSemanticHash,disposition,newCandidateDefinitionId,newNodeKind,newUnlockLevel,newRequiredRarity,newSemanticHash,notes
I019,candidate_core_i019_03,Core3,30,blue,f2d931b4b6ae9cfa937ca4ebae5326ab45e454e0aadcffecee1e62544080bfbe,KEEP_CANONICAL,candidate_core_i019_03,Core3,30,blue,f2d931b4b6ae9cfa937ca4ebae5326ab45e454e0aadcffecee1e62544080bfbe,Task-start semantic hash retained exactly.
I019,candidate_core_i019_04,Core4,40,purple,e13cc1e87d4f952b154a9509c5339eddc52149f2bd341cbd23b2edc82ba04df2,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I019,candidate_core_i019_ultimate,Ultimate,40,orange,e49c5cc9055b769dcbbfbcc0f50dbf0522d1165726d3e64786ff4b560027dad1,KEEP_CANONICAL,candidate_core_i019_ultimate,Ultimate,40,orange,e49c5cc9055b769dcbbfbcc0f50dbf0522d1165726d3e64786ff4b560027dad1,Task-start semantic hash retained exactly.
I020,candidate_core_i020_01,Core1,10,white,b6a83562bd500a58f5f718a898cfb8e548bcbf8fc502f38038594c2d18af4b35,KEEP_CANONICAL,candidate_core_i020_01,Core1,10,white,b6a83562bd500a58f5f718a898cfb8e548bcbf8fc502f38038594c2d18af4b35,Task-start semantic hash retained exactly.
I020,candidate_core_i020_02,Core2,20,green,f7b18a298e8b82fb4b4fca4d7f7c93570510456c6b953559115fee2df527198e,KEEP_CANONICAL,candidate_core_i020_02,Core2,20,green,f7b18a298e8b82fb4b4fca4d7f7c93570510456c6b953559115fee2df527198e,Task-start semantic hash retained exactly.
I020,candidate_core_i020_03,Core3,30,blue,dd07d74a9e456246dc6fdf6dc7a5d902ca4585c3954aabfa04d55cd0acdbfbfd,KEEP_CANONICAL,candidate_core_i020_03,Core3,30,blue,dd07d74a9e456246dc6fdf6dc7a5d902ca4585c3954aabfa04d55cd0acdbfbfd,Task-start semantic hash retained exactly.
I020,candidate_core_i020_04,Core4,40,purple,d2fa40e5f4490d1255cd5a1a941f4ec6ee96e4c714c1c23756e7689264002db1,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I020,candidate_core_i020_ultimate,Ultimate,40,orange,9646a4c57a03bfa0009a4d462e604cdc4f3d3aa07c59d88d1cc698a931c2cd72,KEEP_CANONICAL,candidate_core_i020_ultimate,Ultimate,40,orange,9646a4c57a03bfa0009a4d462e604cdc4f3d3aa07c59d88d1cc698a931c2cd72,Task-start semantic hash retained exactly.
I021,candidate_core_i021_01,Core1,10,white,9fb6892ecd1fe80e409b726d2fdba9630f6ef727d1f38d9c60651cc7e6254ba5,KEEP_CANONICAL,candidate_core_i021_01,Core1,10,white,9fb6892ecd1fe80e409b726d2fdba9630f6ef727d1f38d9c60651cc7e6254ba5,Task-start semantic hash retained exactly.
I021,candidate_core_i021_02,Core2,20,green,07da073970819577d928b2ca50999a9c97f607a75e8b9b286d551b89a918527a,KEEP_CANONICAL,candidate_core_i021_02,Core2,20,green,07da073970819577d928b2ca50999a9c97f607a75e8b9b286d551b89a918527a,Task-start semantic hash retained exactly.
I021,candidate_core_i021_03,Core3,30,blue,7b360ca4640f05cee18208d285f3c0b5bec1502d1062552081422188e601c3d0,KEEP_CANONICAL,candidate_core_i021_03,Core3,30,blue,7b360ca4640f05cee18208d285f3c0b5bec1502d1062552081422188e601c3d0,Task-start semantic hash retained exactly.
I021,candidate_core_i021_04,Core4,40,purple,604416a3318349efc88f7c0fb94625a00d7498c117cd80453fb4781a9b7a3384,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I021,candidate_core_i021_ultimate,Ultimate,40,orange,bcd72793f1a93b69369ede4d9e660fc0ab59b405d8057fd71c4e8dcc05969fac,KEEP_CANONICAL,candidate_core_i021_ultimate,Ultimate,40,orange,bcd72793f1a93b69369ede4d9e660fc0ab59b405d8057fd71c4e8dcc05969fac,Task-start semantic hash retained exactly.
I022,candidate_core_i022_01,Core1,10,white,80ddf58de3541426ed9531cf2c2f345aaa7006f2175ba99172c06ad2530fad46,KEEP_CANONICAL,candidate_core_i022_01,Core1,10,white,80ddf58de3541426ed9531cf2c2f345aaa7006f2175ba99172c06ad2530fad46,Task-start semantic hash retained exactly.
I022,candidate_core_i022_02,Core2,20,green,999bbabe6a2577fec0a83965b4e39a93aa802f1625cfeb981262e5a4ba8a9366,KEEP_CANONICAL,candidate_core_i022_02,Core2,20,green,999bbabe6a2577fec0a83965b4e39a93aa802f1625cfeb981262e5a4ba8a9366,Task-start semantic hash retained exactly.
I022,candidate_core_i022_03,Core3,30,blue,21b5188442bed0c448ae001a43a378306bf7f0d4538f947ee1202e1e5a2ae2c1,KEEP_CANONICAL,candidate_core_i022_03,Core3,30,blue,21b5188442bed0c448ae001a43a378306bf7f0d4538f947ee1202e1e5a2ae2c1,Task-start semantic hash retained exactly.
I022,candidate_core_i022_04,Core4,40,purple,27d057fccf75c54db25eeb77955f1287739d610c8fe6e2dc8da001e31a842b3e,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I022,candidate_core_i022_ultimate,Ultimate,40,orange,b6f2e079a66c593571673532bba9d2e201a838810a5726efb1c6b94396e1f239,KEEP_CANONICAL,candidate_core_i022_ultimate,Ultimate,40,orange,b6f2e079a66c593571673532bba9d2e201a838810a5726efb1c6b94396e1f239,Task-start semantic hash retained exactly.
I023,candidate_core_i023_01,Core1,10,white,52cd45c0359a7e01f80bd5168154854b33f4f87076ae93e962462782ae2f34f4,KEEP_CANONICAL,candidate_core_i023_01,Core1,10,white,52cd45c0359a7e01f80bd5168154854b33f4f87076ae93e962462782ae2f34f4,Task-start semantic hash retained exactly.
I023,candidate_core_i023_02,Core2,20,green,667e307c461bdfde4fe6007ad1790a0ef222acd1c0848aab54a74f6bafd903b5,KEEP_CANONICAL,candidate_core_i023_02,Core2,20,green,667e307c461bdfde4fe6007ad1790a0ef222acd1c0848aab54a74f6bafd903b5,Task-start semantic hash retained exactly.
I023,candidate_core_i023_03,Core3,30,blue,1eca1c05818ada6ab40ff9716833c181dcce0e518bb2cc5e6bdc269d6e4b8a74,KEEP_CANONICAL,candidate_core_i023_03,Core3,30,blue,1eca1c05818ada6ab40ff9716833c181dcce0e518bb2cc5e6bdc269d6e4b8a74,Task-start semantic hash retained exactly.
I023,candidate_core_i023_04,Core4,40,purple,f4e963145955e68bffa39d356388b067f2ba72312c0e5c986e46dbe018dba9f6,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I023,candidate_core_i023_ultimate,Ultimate,40,orange,4cc0e7a18015cadccc7b65290d51d56f79f057a599acc38f7db272d3b5e5accd,KEEP_CANONICAL,candidate_core_i023_ultimate,Ultimate,40,orange,4cc0e7a18015cadccc7b65290d51d56f79f057a599acc38f7db272d3b5e5accd,Task-start semantic hash retained exactly.
I024,candidate_core_i024_01,Core1,10,white,c81d8110c3551c75ec34eb1cbf0e243c028c9b0e467cff9d1a6acb705f9552a3,KEEP_CANONICAL,candidate_core_i024_01,Core1,10,white,c81d8110c3551c75ec34eb1cbf0e243c028c9b0e467cff9d1a6acb705f9552a3,Task-start semantic hash retained exactly.
I024,candidate_core_i024_02,Core2,20,green,09b9e84a37a40a776c70ed58ad4787f46083bcdd2d8b305f0296eb0663199b87,KEEP_CANONICAL,candidate_core_i024_02,Core2,20,green,09b9e84a37a40a776c70ed58ad4787f46083bcdd2d8b305f0296eb0663199b87,Task-start semantic hash retained exactly.
I024,candidate_core_i024_03,Core3,30,blue,8e79a08ed48b8b733b1ba4beac999716d994029ab1987e4ed155e0cb84687ea1,KEEP_CANONICAL,candidate_core_i024_03,Core3,30,blue,8e79a08ed48b8b733b1ba4beac999716d994029ab1987e4ed155e0cb84687ea1,Task-start semantic hash retained exactly.
I024,candidate_core_i024_04,Core4,40,purple,34bf917d9e92698bf1dc51322acf5c605f8177d671cd6967a0b1af79421e583f,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I024,candidate_core_i024_ultimate,Ultimate,40,orange,a32c37e33f1a22088d6d42c9b8e8f3f9423f9ce24475642c0b725a5a8c56e186,KEEP_CANONICAL,candidate_core_i024_ultimate,Ultimate,40,orange,a32c37e33f1a22088d6d42c9b8e8f3f9423f9ce24475642c0b725a5a8c56e186,Task-start semantic hash retained exactly.
I025,candidate_core_i025_01,Core1,10,white,e14f1c566d12a04bcddd6a6b7ef3ca1fb0470272e96530e2d52323b3cbf74215,KEEP_CANONICAL,candidate_core_i025_01,Core1,10,white,e14f1c566d12a04bcddd6a6b7ef3ca1fb0470272e96530e2d52323b3cbf74215,Task-start semantic hash retained exactly.
I025,candidate_core_i025_02,Core2,20,green,8ee6906947fed290ff48d82036266ea39cc01b0b49f8550e771e7a2d88b6f3ad,KEEP_CANONICAL,candidate_core_i025_02,Core2,20,green,8ee6906947fed290ff48d82036266ea39cc01b0b49f8550e771e7a2d88b6f3ad,Task-start semantic hash retained exactly.
I025,candidate_core_i025_03,Core3,30,blue,601b4b5ee6d9056daaa0c0a23a4e1cd9d240bf26357e20baea0a92cb33b0f730,KEEP_CANONICAL,candidate_core_i025_03,Core3,30,blue,601b4b5ee6d9056daaa0c0a23a4e1cd9d240bf26357e20baea0a92cb33b0f730,Task-start semantic hash retained exactly.
I025,candidate_core_i025_04,Core4,40,purple,d30e95a9e4b6ca99f7ef62c056a8e8b91d2d567a2199e960b00471914711df2d,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I025,candidate_core_i025_ultimate,Ultimate,40,orange,dbc849a8160be8ca9cc535da5878a157699fe1b211fda32643b743bf04ff7614,KEEP_CANONICAL,candidate_core_i025_ultimate,Ultimate,40,orange,dbc849a8160be8ca9cc535da5878a157699fe1b211fda32643b743bf04ff7614,Task-start semantic hash retained exactly.
I026,candidate_core_i026_01,Core1,10,white,cec76c017f56eaf5e51d684b35434e0b854972bf4dff0896ed64a2fb1dfe63fe,KEEP_CANONICAL,candidate_core_i026_01,Core1,10,white,cec76c017f56eaf5e51d684b35434e0b854972bf4dff0896ed64a2fb1dfe63fe,Task-start semantic hash retained exactly.
I026,candidate_core_i026_02,Core2,20,green,683a89a8cedf0b1c3d49ac0ebd9704d6f8c81fb5246973d0a336b248f6f247de,KEEP_CANONICAL,candidate_core_i026_02,Core2,20,green,683a89a8cedf0b1c3d49ac0ebd9704d6f8c81fb5246973d0a336b248f6f247de,Task-start semantic hash retained exactly.
I026,candidate_core_i026_03,Core3,30,blue,9c9b471c9c328424849ac42630018e6614a48b813f571932beb16751fb8f3775,KEEP_CANONICAL,candidate_core_i026_03,Core3,30,blue,9c9b471c9c328424849ac42630018e6614a48b813f571932beb16751fb8f3775,Task-start semantic hash retained exactly.
I026,candidate_core_i026_04,Core4,40,purple,0bda6505f627855373e66b211cbf1caa3ef18bac49822659e1afa6c654e393f7,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I026,candidate_core_i026_ultimate,Ultimate,40,orange,fc4402bc93cb15795f1bed808d8d2840d300a85fa128ff0abc5278299bbf53ef,KEEP_CANONICAL,candidate_core_i026_ultimate,Ultimate,40,orange,fc4402bc93cb15795f1bed808d8d2840d300a85fa128ff0abc5278299bbf53ef,Task-start semantic hash retained exactly.
I027,candidate_core_i027_01,Core1,10,white,f0e862b682266ecb337d5f77a09571fb790dc8dc9d5c4178e5ad0065c2afd2c2,KEEP_CANONICAL,candidate_core_i027_01,Core1,10,white,f0e862b682266ecb337d5f77a09571fb790dc8dc9d5c4178e5ad0065c2afd2c2,Task-start semantic hash retained exactly.
I027,candidate_core_i027_02,Core2,20,green,32d44e35afbe424eca157f9b66a6d7ca373bec17f9751f34f69395176671fa39,KEEP_CANONICAL,candidate_core_i027_02,Core2,20,green,32d44e35afbe424eca157f9b66a6d7ca373bec17f9751f34f69395176671fa39,Task-start semantic hash retained exactly.
I027,candidate_core_i027_03,Core3,30,blue,c7e7b26661304d14547abb54e21efabdd3b6dc65c90df07b6d2c004975db9fc0,KEEP_CANONICAL,candidate_core_i027_03,Core3,30,blue,c7e7b26661304d14547abb54e21efabdd3b6dc65c90df07b6d2c004975db9fc0,Task-start semantic hash retained exactly.
I027,candidate_core_i027_04,Core4,40,purple,0058d9b985bd6531be558242c9ad13c3ccd27416de1054d92e339f13f5f8ac66,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I027,candidate_core_i027_ultimate,Ultimate,40,orange,6d06fabccf9db9d85a7b9c046e375f9bea517f19218965a5e1f0840fc1608536,KEEP_CANONICAL,candidate_core_i027_ultimate,Ultimate,40,orange,6d06fabccf9db9d85a7b9c046e375f9bea517f19218965a5e1f0840fc1608536,Task-start semantic hash retained exactly.
I028,candidate_core_i028_01,Core1,10,white,d1d4b85a85a1172c9b1309e5e8e89974bd10827d0ec5359cc4414aca13624dbd,KEEP_CANONICAL,candidate_core_i028_01,Core1,10,white,d1d4b85a85a1172c9b1309e5e8e89974bd10827d0ec5359cc4414aca13624dbd,Task-start semantic hash retained exactly.
I028,candidate_core_i028_02,Core2,20,green,c38f4d5e12b9729973b3b370840a393c011cd9388c4efe35d54e5ddbc03659d3,KEEP_CANONICAL,candidate_core_i028_02,Core2,20,green,c38f4d5e12b9729973b3b370840a393c011cd9388c4efe35d54e5ddbc03659d3,Task-start semantic hash retained exactly.
I028,candidate_core_i028_03,Core3,30,blue,efb20c114c82dfe2eb6ffcb3e1782578114b40b4afaaa10969daf88e37ecf18d,KEEP_CANONICAL,candidate_core_i028_03,Core3,30,blue,efb20c114c82dfe2eb6ffcb3e1782578114b40b4afaaa10969daf88e37ecf18d,Task-start semantic hash retained exactly.
I028,candidate_core_i028_04,Core4,40,purple,ed2b9c559cf44b1ce730c58a451e6f300c330b7215e1ef33783e731f5403e94b,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I028,candidate_core_i028_ultimate,Ultimate,40,orange,52a65f6e84c51ee0134f95744d94778f7b3711b41fcc98bade378aed71f84bfc,KEEP_CANONICAL,candidate_core_i028_ultimate,Ultimate,40,orange,52a65f6e84c51ee0134f95744d94778f7b3711b41fcc98bade378aed71f84bfc,Task-start semantic hash retained exactly.
I029,candidate_core_i029_01,Core1,10,white,df74a146c9cf5b9d179796b4f98a9865a836e59cdef67df81ff6d646c689eb80,KEEP_CANONICAL,candidate_core_i029_01,Core1,10,white,df74a146c9cf5b9d179796b4f98a9865a836e59cdef67df81ff6d646c689eb80,Task-start semantic hash retained exactly.
I029,candidate_core_i029_02,Core2,20,green,4d55ef700430697e71405d14db24c713ad251352a60baef8c34d67293a907fae,KEEP_CANONICAL,candidate_core_i029_02,Core2,20,green,4d55ef700430697e71405d14db24c713ad251352a60baef8c34d67293a907fae,Task-start semantic hash retained exactly.
I029,candidate_core_i029_03,Core3,30,blue,52061135da571915f7dd2b1f156af4098e011342598d81637ad2c72b67fba7bd,KEEP_CANONICAL,candidate_core_i029_03,Core3,30,blue,52061135da571915f7dd2b1f156af4098e011342598d81637ad2c72b67fba7bd,Task-start semantic hash retained exactly.
I029,candidate_core_i029_04,Core4,40,purple,d8351baa19cb97d14f0eba4d2c0bc8d19fe76b5abdd5820ddc0873dfb63a4910,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I029,candidate_core_i029_ultimate,Ultimate,40,orange,741938ef5891c213760fe8cf70ef1c2633c1d65b5ad2d8fd4d862b17df003e28,KEEP_CANONICAL,candidate_core_i029_ultimate,Ultimate,40,orange,741938ef5891c213760fe8cf70ef1c2633c1d65b5ad2d8fd4d862b17df003e28,Task-start semantic hash retained exactly.
I030,candidate_core_i030_01,Core1,10,white,5d72a1bff66d64a010bd71237a053117882159f764084ba0346dcc763818c32f,KEEP_CANONICAL,candidate_core_i030_01,Core1,10,white,5d72a1bff66d64a010bd71237a053117882159f764084ba0346dcc763818c32f,Task-start semantic hash retained exactly.
I030,candidate_core_i030_02,Core2,20,green,710e5370696f6bd168d4e6e1656e7aada7118a2f2316850c45fd961f816e9ada,KEEP_CANONICAL,candidate_core_i030_02,Core2,20,green,710e5370696f6bd168d4e6e1656e7aada7118a2f2316850c45fd961f816e9ada,Task-start semantic hash retained exactly.
I030,candidate_core_i030_03,Core3,30,blue,590ebf927bf3050a17aaa7982366964774ba8e2c05b6cfca24418907d1594a8a,KEEP_CANONICAL,candidate_core_i030_03,Core3,30,blue,590ebf927bf3050a17aaa7982366964774ba8e2c05b6cfca24418907d1594a8a,Task-start semantic hash retained exactly.
I030,candidate_core_i030_04,Core4,40,purple,90f73d73348a789c1d3d7343f1a8dc92cadd524a7aa3d7a088e3992c061b79b4,SUPERSEDED_EXPANSION_DRIFT,,,,,,No canonical target; never mapped or merged into Ultimate.
I030,candidate_core_i030_ultimate,Ultimate,40,orange,62ccfb56dc07409c9ea1c1c19424292c7fa0b42e3caa4f40a9f80dd4d1478035,KEEP_CANONICAL,candidate_core_i030_ultimate,Ultimate,40,orange,62ccfb56dc07409c9ea1c1c19424292c7fa0b42e3caa4f40a9f80dd4d1478035,Task-start semantic hash retained exactly.
