"checkId","expected","actual","result"
"leak.dependency.BuildCapabilityReadValidation.cs.TalismanBag_BuildSandbox","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.TalismanBag_EnemySystem_Normalization","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.TalismanBag_EnemySystem_Composition","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.TalismanBag_EnemySystem_SkillPhase","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.TalismanBag_EnemySystem_PressureWindow","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.BattleContract","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.BattleBridge","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.UnifiedBattlePage","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.RunFlow","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.RewardConfig","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.SaveData","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.PlayerPrefs","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.V02FormationGridFrame","0","0","PASS"
"leak.dependency.BuildCapabilityReadValidation.cs.DamageText","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.Evaluator","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.Evaluate_","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.MinimumCapabilityBasisPoints","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.RequirementMatchMode","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.PlayerHintProjection","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.DropBias","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.BossKey","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.3_10","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.4_10","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.Math_Min","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.Math_Max","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.Math_Clamp","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.ValueBasisPoints__","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.__ValueBasisPoints","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.ValueBasisPoints__","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.RequiredBasisPoints__","0","0","PASS"
"leak.evaluation.BuildCapabilityReadValidation.cs.__AvailableBasisPoints","0","0","PASS"
"leak.dependency.total","0","0","PASS"
"leak.evaluation.total","0","0","PASS"
"package.expectedFiles","16","16","PASS"
"package.capabilityReadFiles","8","8","PASS"
"package.reportFiles","5","5","PASS"
"package.editorFiles","2","2","PASS"
"package.trailingWhitespace","0","0","PASS"
"package.guid.CapabilityRead.meta","unique","7c3e12a5f44b4dd4aa91d8d67b0cf201 x1","PASS"
"package.guid.BuildCapabilityReadPrimitives.cs.meta","unique","15a6e083a4d84a88924e9f3f4d2f63b1 x1","PASS"
"package.guid.BuildCapabilitySnapshots.cs.meta","unique","2bd4f31873d34c9da7e72c49ee2bb8a6 x1","PASS"
"package.guid.ReadinessDiagnosticSnapshots.cs.meta","unique","35d1a0c24bca47f184cab4f0b673138e x1","PASS"
"package.guid.BuildCapabilityReadValidation.cs.meta","unique","49ebc6583e294c25a8b53a31737af22d x1","PASS"
"package.guid.BuildCapabilityReadContractVerifier.cs.meta","unique","5a773a02ea3246398e6fdc21a4f2b0cd x1","PASS"
"package.guidConflicts","0","0","PASS"
"package.gitDiffCheck","exit 0","exit 0","PASS"
"package.modifiedExistingFiles","0","0","PASS"
