baseItemId,nodeKind,candidateDefinitionId,awakeningNodeId,candidateUnlockLevel,awakeningUnlockLevel,requiredRarity,requiredRarityKey,displayName,description,candidatePayloadIdentity,candidateSourceIdentity,awakeningSourceIdentity,schemaId,authorityRevision
"I011","Core2","candidate_core_i011_02","I011_CORE_02","20","20","Green","green","照焚铜镜·承式","触发“回光”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i011_02#83a4e6f5588bccb85c94539189f86dea36b847a55a4dc09da8c65dffc2b945f8","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I011/candidate_core_i011_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I011/I011_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I011","Core3","candidate_core_i011_03","I011_CORE_03","30","30","Blue","blue","照焚铜镜·合脉","同属lihuo法门的已点亮道具达到Build2时，“回光”追加协同数值。","candidate_core_i011_03#2092936c2eaf303fd49333e596111c60b4dbfa5af54d227f69cbb94e4f6f76d1","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I011/candidate_core_i011_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I011/I011_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I011","Ultimate","candidate_core_i011_ultimate","I011_CORE_ULT","40","40","Orange","orange","照焚铜镜·成法","照焚铜镜完成成法后，将“回光”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i011_ultimate#f480e8d84b07ed14e3d00c682971d558dc6849b546e62bb448a09e5002117635","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I011/candidate_core_i011_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I011/I011_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I012","Core1","candidate_core_i012_01","I012_CORE_01","10","10","White","white","长明灯·初识","长明灯点亮后，“长明”的基础候选效果获得第一层强化。","candidate_core_i012_01#6033c74bc45b003e26ec7fb2b80c8c1c6806fbd9e1f4db77deef15781081c551","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I012/candidate_core_i012_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I012/I012_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I012","Core2","candidate_core_i012_02","I012_CORE_02","20","20","Green","green","长明灯·承式","触发“长明”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i012_02#8c8df6b7aefa8b2f35c6a9a32d0bad744d8f1728c5350ae1a743b50c0f9084f9","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I012/candidate_core_i012_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I012/I012_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I012","Core3","candidate_core_i012_03","I012_CORE_03","30","30","Blue","blue","长明灯·合脉","同属lihuo法门的已点亮道具达到Build2时，“长明”追加协同数值。","candidate_core_i012_03#e9a5601861d8b18628e9384a90885254203b03b81930904b5ed5958c9d2c9d62","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I012/candidate_core_i012_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I012/I012_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I012","Ultimate","candidate_core_i012_ultimate","I012_CORE_ULT","40","40","Orange","orange","长明灯·成法","长明灯完成成法后，将“长明”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i012_ultimate#d4a1302e0144a2b1eea05673a7bd560273aa07a6a71bc632dd05b84e473c1f01","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I012/candidate_core_i012_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I012/I012_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I013","Core1","candidate_core_i013_01","I013_CORE_01","10","10","White","white","护身符·初识","护身符点亮后，“护身”的基础候选效果获得第一层强化。","candidate_core_i013_01#85f0d831c140b1e4fa18bb3388fc9fde28acec6bb2f95fbe5e4af9827ce0d00a","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I013/candidate_core_i013_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I013/I013_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I013","Core2","candidate_core_i013_02","I013_CORE_02","20","20","Green","green","护身符·承式","触发“护身”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i013_02#a642df79af7d34e6f3e69d7027b768cc72b70c18c194f13ad8e333ea02d9b482","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I013/candidate_core_i013_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I013/I013_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I013","Core3","candidate_core_i013_03","I013_CORE_03","30","30","Blue","blue","护身符·合脉","同属zhongyue法门的已点亮道具达到Build2时，“护身”追加协同数值。","candidate_core_i013_03#433c3458a2850401d3649fe990149c8c5835ecdff2e97fa59704dcc2c1fb9a90","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I013/candidate_core_i013_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I013/I013_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I013","Ultimate","candidate_core_i013_ultimate","I013_CORE_ULT","40","40","Orange","orange","护身符·成法","护身符完成成法后，将“护身”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i013_ultimate#ab922cf185147541a8259a798e6653d42955f6783f4f03fb600455ae5d76a33a","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I013/candidate_core_i013_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I013/I013_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I014","Core1","candidate_core_i014_01","I014_CORE_01","10","10","White","white","镇宅长符·初识","镇宅长符点亮后，“镇宅”的基础候选效果获得第一层强化。","candidate_core_i014_01#d0271b486069ccb805816e1ea59859cce56a092a0deac4425191aff53eeb48fc","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I014/candidate_core_i014_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I014/I014_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I014","Core2","candidate_core_i014_02","I014_CORE_02","20","20","Green","green","镇宅长符·承式","触发“镇宅”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i014_02#6474125ed08329d1aef4a066251d5b00661be4853a143fd23103467f38bd450d","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I014/candidate_core_i014_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I014/I014_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I014","Core3","candidate_core_i014_03","I014_CORE_03","30","30","Blue","blue","镇宅长符·合脉","同属zhongyue法门的已点亮道具达到Build2时，“镇宅”追加协同数值。","candidate_core_i014_03#7c836ea3a86f332f38e0e979976d448712bb9aa2d1553d871fdab7669ed5c3ee","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I014/candidate_core_i014_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I014/I014_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I014","Ultimate","candidate_core_i014_ultimate","I014_CORE_ULT","40","40","Orange","orange","镇宅长符·成法","镇宅长符完成成法后，将“镇宅”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i014_ultimate#9fba46cd7b73a1cc409970bd3a0ee2d8de319207ec1462f7d31ee33119bcb2b9","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I014/candidate_core_i014_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I014/I014_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I015","Core1","candidate_core_i015_01","I015_CORE_01","10","10","White","white","中岳镇守章·初识","中岳镇守章点亮后，“镇守”的基础候选效果获得第一层强化。","candidate_core_i015_01#28037000574b56cadafea5ba4f9572078348746494b020047ec5c3bdb6aab18d","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I015/candidate_core_i015_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I015/I015_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I015","Core2","candidate_core_i015_02","I015_CORE_02","20","20","Green","green","中岳镇守章·承式","触发“镇守”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i015_02#68bc82b9f64d6ea1e9de2cdcf10a42b139987b1ef4c7ea90e4a8a519aef13849","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I015/candidate_core_i015_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I015/I015_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I015","Core3","candidate_core_i015_03","I015_CORE_03","30","30","Blue","blue","中岳镇守章·合脉","同属zhongyue法门的已点亮道具达到Build2时，“镇守”追加协同数值。","candidate_core_i015_03#2e765dd17aa01ddfffe0d90e9dab96a17cd0ae949bc6e55604e2b3e05b80a686","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I015/candidate_core_i015_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I015/I015_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I015","Ultimate","candidate_core_i015_ultimate","I015_CORE_ULT","40","40","Orange","orange","中岳镇守章·成法","中岳镇守章完成成法后，将“镇守”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i015_ultimate#7586b7f249dc7fbe83c0cd7e9f811f69c01e48bad10d833beb3be7b68b9a6ffa","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I015/candidate_core_i015_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I015/I015_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I016","Core1","candidate_core_i016_01","I016_CORE_01","10","10","White","white","护坛令旗·初识","护坛令旗点亮后，“护坛”的基础候选效果获得第一层强化。","candidate_core_i016_01#35b650a5dd13451e9f7c8d462d867e290b1621d4ab30954baa0568e2e5a6bb7b","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I016/candidate_core_i016_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I016/I016_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I016","Core2","candidate_core_i016_02","I016_CORE_02","20","20","Green","green","护坛令旗·承式","触发“护坛”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i016_02#cdb01f2fc1118254a0d66b58052f34894fd90b731dcbd67585c930841e99f215","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I016/candidate_core_i016_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I016/I016_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I016","Core3","candidate_core_i016_03","I016_CORE_03","30","30","Blue","blue","护坛令旗·合脉","同属zhongyue法门的已点亮道具达到Build2时，“护坛”追加协同数值。","candidate_core_i016_03#50e16ac006aa366e7266cf3ae176b34fbaa4da72606fdfe1ff9c50220a666f16","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I016/candidate_core_i016_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I016/I016_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I016","Ultimate","candidate_core_i016_ultimate","I016_CORE_ULT","40","40","Orange","orange","护坛令旗·成法","护坛令旗完成成法后，将“护坛”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i016_ultimate#b35d184c368648d5eefd836f80488d4c3ac4957259a8cca0342f66d541aaf244","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I016/candidate_core_i016_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I016/I016_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I017","Core1","candidate_core_i017_01","I017_CORE_01","10","10","White","white","照邪八卦镜·初识","照邪八卦镜点亮后，“定影”的基础候选效果获得第一层强化。","candidate_core_i017_01#864f2b5c64f536694969fa57cf9b7c479f70ec36cf31fa5e775dd67ef7800db6","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I017/candidate_core_i017_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I017/I017_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I017","Core2","candidate_core_i017_02","I017_CORE_02","20","20","Green","green","照邪八卦镜·承式","触发“定影”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i017_02#73c0178e8b2ea1fff5993fba0df3d41c3c4fcb8aa2a6235aedbb788ebbdf17dc","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I017/candidate_core_i017_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I017/I017_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I017","Core3","candidate_core_i017_03","I017_CORE_03","30","30","Blue","blue","照邪八卦镜·合脉","同属zhongyue法门的已点亮道具达到Build2时，“定影”追加协同数值。","candidate_core_i017_03#9612a63d8286ba28d8c37840c0fa498945a22ccaee2bad9bc8359333af7831c5","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I017/candidate_core_i017_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I017/I017_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I017","Ultimate","candidate_core_i017_ultimate","I017_CORE_ULT","40","40","Orange","orange","照邪八卦镜·成法","照邪八卦镜完成成法后，将“定影”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i017_ultimate#107879d3c64f520c7ea11d54391fe901df6e55ee9995ba1f800ad3b0afce2c79","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I017/candidate_core_i017_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I017/I017_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I018","Core1","candidate_core_i018_01","I018_CORE_01","10","10","White","white","镇山铜鼎·初识","镇山铜鼎点亮后，“镇山”的基础候选效果获得第一层强化。","candidate_core_i018_01#17efb26c9c5997326d785b7b59670f8ec03d7c9c67c21e2fd52a18ccb33233ac","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I018/candidate_core_i018_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I018/I018_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I018","Core2","candidate_core_i018_02","I018_CORE_02","20","20","Green","green","镇山铜鼎·承式","触发“镇山”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i018_02#ae6de5cdc3167181d12bb33a0c23d98fe05e32c9adb3afc7763965901d08d2d0","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I018/candidate_core_i018_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I018/I018_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I018","Core3","candidate_core_i018_03","I018_CORE_03","30","30","Blue","blue","镇山铜鼎·合脉","同属zhongyue法门的已点亮道具达到Build2时，“镇山”追加协同数值。","candidate_core_i018_03#1a8b5e6127c955bd9793c12a1f9171afa730cda28bd6b2c0e3f1255f3bfe867a","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I018/candidate_core_i018_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I018/I018_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I018","Ultimate","candidate_core_i018_ultimate","I018_CORE_ULT","40","40","Orange","orange","镇山铜鼎·成法","镇山铜鼎完成成法后，将“镇山”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i018_ultimate#b64992b2b515b40c04496f344234ecf65d881b15a6d9e2723819c79492222c16","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I018/candidate_core_i018_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I018/I018_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I019","Core1","candidate_core_i019_01","I019_CORE_01","10","10","White","white","净水符·初识","净水符点亮后，“净水”的基础候选效果获得第一层强化。","candidate_core_i019_01#d5f74f0fb4b6e9748caf7fa2865209340c41f87533d358094d71c3fafd632ca6","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I019/candidate_core_i019_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I019/I019_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I019","Core2","candidate_core_i019_02","I019_CORE_02","20","20","Green","green","净水符·承式","触发“净水”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i019_02#c6eb5446d16ca167c7eb483665604a12dde23da13a98d6db219560d191a2b3a5","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I019/candidate_core_i019_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I019/I019_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I019","Core3","candidate_core_i019_03","I019_CORE_03","30","30","Blue","blue","净水符·合脉","同属xuanshui法门的已点亮道具达到Build2时，“净水”追加协同数值。","candidate_core_i019_03#468980cde0978b21cf85e5ee7a89e33a6d2d3f7286729f9f238854baabd29a6a","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I019/candidate_core_i019_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I019/I019_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I019","Ultimate","candidate_core_i019_ultimate","I019_CORE_ULT","40","40","Orange","orange","净水符·成法","净水符完成成法后，将“净水”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i019_ultimate#73692dc6abc601a5c2448dc56472f716da8f5f7d6bee4764d970a0d333f264e7","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I019/candidate_core_i019_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I019/I019_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I020","Core1","candidate_core_i020_01","I020_CORE_01","10","10","White","white","涤秽长符·初识","涤秽长符点亮后，“涤秽”的基础候选效果获得第一层强化。","candidate_core_i020_01#0568d0c98314bff7eb2e6f0a91d4aa39d2d81e108aad1ff6839ddfbc08731119","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I020/candidate_core_i020_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I020/I020_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I020","Core2","candidate_core_i020_02","I020_CORE_02","20","20","Green","green","涤秽长符·承式","触发“涤秽”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i020_02#e9d0c9f8e67bd4ffe6e67a401e6a6de3e39b9fd9e3f4fa935b9d2cd4cfc19787","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I020/candidate_core_i020_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I020/I020_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I020","Core3","candidate_core_i020_03","I020_CORE_03","30","30","Blue","blue","涤秽长符·合脉","同属xuanshui法门的已点亮道具达到Build2时，“涤秽”追加协同数值。","candidate_core_i020_03#91a48cc9a0b69dce0f92a99a40d6b23bbacbe80805fa4408204e01cad095c91e","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I020/candidate_core_i020_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I020/I020_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I020","Ultimate","candidate_core_i020_ultimate","I020_CORE_ULT","40","40","Orange","orange","涤秽长符·成法","涤秽长符完成成法后，将“涤秽”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i020_ultimate#ea4ebad3a1cb5d90def63dd6607ea1383db49619921f83e719f9541cd029303f","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I020/candidate_core_i020_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I020/I020_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I021","Core1","candidate_core_i021_01","I021_CORE_01","10","10","White","white","玄水涤秽印·初识","玄水涤秽印点亮后，“涤心”的基础候选效果获得第一层强化。","candidate_core_i021_01#93ea335ac7a7ca04eb563f46aa8305253cb65865479d1fdd24d92f0963322541","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I021/candidate_core_i021_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I021/I021_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I021","Core2","candidate_core_i021_02","I021_CORE_02","20","20","Green","green","玄水涤秽印·承式","触发“涤心”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i021_02#ff470124dc8e7fcc4adcc0c79c78745b2a7e0c680eccdf4f016889b874e20595","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I021/candidate_core_i021_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I021/I021_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
