baseItemId,itemName,coreEffectId,nodeKind,displayName,description,effectType,unlockLevel,requiredRarity,effectId,category,operation,valueUnitKey,valueUnits,stateDescription,dataMaturity,designNote
"I017","照邪八卦镜","candidate_core_i017_01","Core1","照邪八卦镜·初识","照邪八卦镜点亮后，“定影”的基础候选效果获得第一层强化。","MechanicConversion","10","white","candidate_core_i017_01","MechanicConversion","Convert","basisPoint","2500","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I017","照邪八卦镜","candidate_core_i017_02","Core2","照邪八卦镜·承式","触发“定影”后返还一部分节奏资源，并保留下一次触发条件。","MechanicConversion","20","green","candidate_core_i017_02","MechanicConversion","Convert","basisPoint","3333","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I017","照邪八卦镜","candidate_core_i017_03","Core3","照邪八卦镜·合脉","同属zhongyue法门的已点亮道具达到Build2时，“定影”追加协同数值。","CoreEffect","30","blue","candidate_core_i017_03","CoreEffect","AddPercent","basisPoint","4166","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I017","照邪八卦镜","candidate_core_i017_04","Core4","照邪八卦镜·转机","“定影”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i017_04","CoreEffect","ExtraTrigger","basisPoint","4999","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I017","照邪八卦镜","candidate_core_i017_ultimate","Ultimate","照邪八卦镜·成法","照邪八卦镜完成成法后，将“定影”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i017_ultimate","MechanicConversion","Convert","basisPoint","5832","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I018","镇山铜鼎","candidate_core_i018_01","Core1","镇山铜鼎·初识","镇山铜鼎点亮后，“镇山”的基础候选效果获得第一层强化。","SpatialEffect","10","white","candidate_core_i018_01","SpatialEffect","AddFlat","flat","6","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I018","镇山铜鼎","candidate_core_i018_02","Core2","镇山铜鼎·承式","触发“镇山”后返还一部分节奏资源，并保留下一次触发条件。","SpatialEffect","20","green","candidate_core_i018_02","SpatialEffect","AddFlat","flat","8","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I018","镇山铜鼎","candidate_core_i018_03","Core3","镇山铜鼎·合脉","同属zhongyue法门的已点亮道具达到Build2时，“镇山”追加协同数值。","CoreEffect","30","blue","candidate_core_i018_03","CoreEffect","AddPercent","flat","10","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I018","镇山铜鼎","candidate_core_i018_04","Core4","镇山铜鼎·转机","“镇山”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i018_04","CoreEffect","ExtraTrigger","flat","12","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I018","镇山铜鼎","candidate_core_i018_ultimate","Ultimate","镇山铜鼎·成法","镇山铜鼎完成成法后，将“镇山”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i018_ultimate","MechanicConversion","Convert","flat","14","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I019","净水符","candidate_core_i019_01","Core1","净水符·初识","净水符点亮后，“净水”的基础候选效果获得第一层强化。","MechanicConversion","10","white","candidate_core_i019_01","MechanicConversion","Convert","basisPoint","2500","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I019","净水符","candidate_core_i019_02","Core2","净水符·承式","触发“净水”后返还一部分节奏资源，并保留下一次触发条件。","MechanicConversion","20","green","candidate_core_i019_02","MechanicConversion","Convert","basisPoint","3333","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I019","净水符","candidate_core_i019_03","Core3","净水符·合脉","同属xuanshui法门的已点亮道具达到Build2时，“净水”追加协同数值。","CoreEffect","30","blue","candidate_core_i019_03","CoreEffect","AddPercent","basisPoint","4166","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I019","净水符","candidate_core_i019_04","Core4","净水符·转机","“净水”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i019_04","CoreEffect","ExtraTrigger","basisPoint","4999","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I019","净水符","candidate_core_i019_ultimate","Ultimate","净水符·成法","净水符完成成法后，将“净水”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i019_ultimate","MechanicConversion","Convert","basisPoint","5832","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I020","涤秽长符","candidate_core_i020_01","Core1","涤秽长符·初识","涤秽长符点亮后，“涤秽”的基础候选效果获得第一层强化。","ConditionalModifier","10","white","candidate_core_i020_01","ConditionalModifier","AddFlat","stack","1","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I020","涤秽长符","candidate_core_i020_02","Core2","涤秽长符·承式","触发“涤秽”后返还一部分节奏资源，并保留下一次触发条件。","ConditionalModifier","20","green","candidate_core_i020_02","ConditionalModifier","AddFlat","stack","2","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I020","涤秽长符","candidate_core_i020_03","Core3","涤秽长符·合脉","同属xuanshui法门的已点亮道具达到Build2时，“涤秽”追加协同数值。","CoreEffect","30","blue","candidate_core_i020_03","CoreEffect","AddPercent","stack","3","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I020","涤秽长符","candidate_core_i020_04","Core4","涤秽长符·转机","“涤秽”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i020_04","CoreEffect","ExtraTrigger","stack","4","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I020","涤秽长符","candidate_core_i020_ultimate","Ultimate","涤秽长符·成法","涤秽长符完成成法后，将“涤秽”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i020_ultimate","MechanicConversion","Convert","stack","5","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I021","玄水涤秽印","candidate_core_i021_01","Core1","玄水涤秽印·初识","玄水涤秽印点亮后，“涤心”的基础候选效果获得第一层强化。","ResourceEffect","10","white","candidate_core_i021_01","ResourceEffect","Refund","point","1","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I021","玄水涤秽印","candidate_core_i021_02","Core2","玄水涤秽印·承式","触发“涤心”后返还一部分节奏资源，并保留下一次触发条件。","ResourceEffect","20","green","candidate_core_i021_02","ResourceEffect","Refund","point","2","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I021","玄水涤秽印","candidate_core_i021_03","Core3","玄水涤秽印·合脉","同属xuanshui法门的已点亮道具达到Build2时，“涤心”追加协同数值。","CoreEffect","30","blue","candidate_core_i021_03","CoreEffect","AddPercent","point","3","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I021","玄水涤秽印","candidate_core_i021_04","Core4","玄水涤秽印·转机","“涤心”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i021_04","CoreEffect","ExtraTrigger","point","4","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I021","玄水涤秽印","candidate_core_i021_ultimate","Ultimate","玄水涤秽印·成法","玄水涤秽印完成成法后，将“涤心”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i021_ultimate","MechanicConversion","Convert","point","5","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I022","玄水流令","candidate_core_i022_01","Core1","玄水流令·初识","玄水流令点亮后，“回流”的基础候选效果获得第一层强化。","CooldownEffect","10","white","candidate_core_i022_01","CooldownEffect","ReduceFlat","turn","1","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I022","玄水流令","candidate_core_i022_02","Core2","玄水流令·承式","触发“回流”后返还一部分节奏资源，并保留下一次触发条件。","CooldownEffect","20","green","candidate_core_i022_02","CooldownEffect","ReduceFlat","turn","2","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I022","玄水流令","candidate_core_i022_03","Core3","玄水流令·合脉","同属xuanshui法门的已点亮道具达到Build2时，“回流”追加协同数值。","CoreEffect","30","blue","candidate_core_i022_03","CoreEffect","AddPercent","turn","3","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I022","玄水流令","candidate_core_i022_04","Core4","玄水流令·转机","“回流”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i022_04","CoreEffect","ExtraTrigger","turn","4","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I022","玄水流令","candidate_core_i022_ultimate","Ultimate","玄水流令·成法","玄水流令完成成法后，将“回流”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i022_ultimate","MechanicConversion","Convert","turn","5","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I023","照秽水镜","candidate_core_i023_01","Core1","照秽水镜·初识","照秽水镜点亮后，“照秽”的基础候选效果获得第一层强化。","MechanicConversion","10","white","candidate_core_i023_01","MechanicConversion","Convert","turn","2","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I023","照秽水镜","candidate_core_i023_02","Core2","照秽水镜·承式","触发“照秽”后返还一部分节奏资源，并保留下一次触发条件。","MechanicConversion","20","green","candidate_core_i023_02","MechanicConversion","Convert","turn","3","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I023","照秽水镜","candidate_core_i023_03","Core3","照秽水镜·合脉","同属xuanshui法门的已点亮道具达到Build2时，“照秽”追加协同数值。","CoreEffect","30","blue","candidate_core_i023_03","CoreEffect","AddPercent","turn","4","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I023","照秽水镜","candidate_core_i023_04","Core4","照秽水镜·转机","“照秽”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i023_04","CoreEffect","ExtraTrigger","turn","5","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I023","照秽水镜","candidate_core_i023_ultimate","Ultimate","照秽水镜·成法","照秽水镜完成成法后，将“照秽”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i023_ultimate","MechanicConversion","Convert","turn","6","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I024","净水盂","candidate_core_i024_01","Core1","净水盂·初识","净水盂点亮后，“蓄水”的基础候选效果获得第一层强化。","ResourceEffect","10","white","candidate_core_i024_01","ResourceEffect","ExtraTrigger","flat","12","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I024","净水盂","candidate_core_i024_02","Core2","净水盂·承式","触发“蓄水”后返还一部分节奏资源，并保留下一次触发条件。","ResourceEffect","20","green","candidate_core_i024_02","ResourceEffect","ExtraTrigger","flat","16","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I024","净水盂","candidate_core_i024_03","Core3","净水盂·合脉","同属xuanshui法门的已点亮道具达到Build2时，“蓄水”追加协同数值。","CoreEffect","30","blue","candidate_core_i024_03","CoreEffect","AddPercent","flat","20","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I024","净水盂","candidate_core_i024_04","Core4","净水盂·转机","“蓄水”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i024_04","CoreEffect","ExtraTrigger","flat","24","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I024","净水盂","candidate_core_i024_ultimate","Ultimate","净水盂·成法","净水盂完成成法后，将“蓄水”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i024_ultimate","MechanicConversion","Convert","flat","28","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I025","封煞符","candidate_core_i025_01","Core1","封煞符·初识","封煞符点亮后，“封煞”的基础候选效果获得第一层强化。","TriggeredEffect","10","white","candidate_core_i025_01","TriggeredEffect","ReduceFlat","turn","1","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I025","封煞符","candidate_core_i025_02","Core2","封煞符·承式","触发“封煞”后返还一部分节奏资源，并保留下一次触发条件。","TriggeredEffect","20","green","candidate_core_i025_02","TriggeredEffect","ReduceFlat","turn","2","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I025","封煞符","candidate_core_i025_03","Core3","封煞符·合脉","同属taibai法门的已点亮道具达到Build2时，“封煞”追加协同数值。","CoreEffect","30","blue","candidate_core_i025_03","CoreEffect","AddPercent","turn","3","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I025","封煞符","candidate_core_i025_04","Core4","封煞符·转机","“封煞”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i025_04","CoreEffect","ExtraTrigger","turn","4","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I025","封煞符","candidate_core_i025_ultimate","Ultimate","封煞符·成法","封煞符完成成法后，将“封煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i025_ultimate","MechanicConversion","Convert","turn","5","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I026","太白斩符","candidate_core_i026_01","Core1","太白斩符·初识","太白斩符点亮后，“太白”的基础候选效果获得第一层强化。","ConditionalModifier","10","white","candidate_core_i026_01","ConditionalModifier","AddPercent","basisPoint","800","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I026","太白斩符","candidate_core_i026_02","Core2","太白斩符·承式","触发“太白”后返还一部分节奏资源，并保留下一次触发条件。","ConditionalModifier","20","green","candidate_core_i026_02","ConditionalModifier","AddPercent","basisPoint","1066","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I026","太白斩符","candidate_core_i026_03","Core3","太白斩符·合脉","同属taibai法门的已点亮道具达到Build2时，“太白”追加协同数值。","CoreEffect","30","blue","candidate_core_i026_03","CoreEffect","AddPercent","basisPoint","1332","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I026","太白斩符","candidate_core_i026_04","Core4","太白斩符·转机","“太白”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i026_04","CoreEffect","ExtraTrigger","basisPoint","1598","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I026","太白斩符","candidate_core_i026_ultimate","Ultimate","太白斩符·成法","太白斩符完成成法后，将“太白”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i026_ultimate","MechanicConversion","Convert","basisPoint","1864","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I027","太白斩煞印","candidate_core_i027_01","Core1","太白斩煞印·初识","太白斩煞印点亮后，“斩煞”的基础候选效果获得第一层强化。","TriggeredEffect","10","white","candidate_core_i027_01","TriggeredEffect","ExtraTrigger","basisPoint","3000","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I027","太白斩煞印","candidate_core_i027_02","Core2","太白斩煞印·承式","触发“斩煞”后返还一部分节奏资源，并保留下一次触发条件。","TriggeredEffect","20","green","candidate_core_i027_02","TriggeredEffect","ExtraTrigger","basisPoint","4000","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I027","太白斩煞印","candidate_core_i027_03","Core3","太白斩煞印·合脉","同属taibai法门的已点亮道具达到Build2时，“斩煞”追加协同数值。","CoreEffect","30","blue","candidate_core_i027_03","CoreEffect","AddPercent","basisPoint","5000","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I027","太白斩煞印","candidate_core_i027_04","Core4","太白斩煞印·转机","“斩煞”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i027_04","CoreEffect","ExtraTrigger","basisPoint","6000","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I027","太白斩煞印","candidate_core_i027_ultimate","Ultimate","太白斩煞印·成法","太白斩煞印完成成法后，将“斩煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i027_ultimate","MechanicConversion","Convert","basisPoint","7000","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I028","断煞令","candidate_core_i028_01","Core1","断煞令·初识","断煞令点亮后，“断令”的基础候选效果获得第一层强化。","ConditionalModifier","10","white","candidate_core_i028_01","ConditionalModifier","Override","count","1","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I028","断煞令","candidate_core_i028_02","Core2","断煞令·承式","触发“断令”后返还一部分节奏资源，并保留下一次触发条件。","ConditionalModifier","20","green","candidate_core_i028_02","ConditionalModifier","Override","count","2","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I028","断煞令","candidate_core_i028_03","Core3","断煞令·合脉","同属taibai法门的已点亮道具达到Build2时，“断令”追加协同数值。","CoreEffect","30","blue","candidate_core_i028_03","CoreEffect","AddPercent","count","3","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I028","断煞令","candidate_core_i028_04","Core4","断煞令·转机","“断令”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i028_04","CoreEffect","ExtraTrigger","count","4","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I028","断煞令","candidate_core_i028_ultimate","Ultimate","断煞令·成法","断煞令完成成法后，将“断令”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i028_ultimate","MechanicConversion","Convert","count","5","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I029","照煞镜","candidate_core_i029_01","Core1","照煞镜·初识","照煞镜点亮后，“照煞”的基础候选效果获得第一层强化。","TriggeredEffect","10","white","candidate_core_i029_01","TriggeredEffect","AddPercent","basisPoint","700","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I029","照煞镜","candidate_core_i029_02","Core2","照煞镜·承式","触发“照煞”后返还一部分节奏资源，并保留下一次触发条件。","TriggeredEffect","20","green","candidate_core_i029_02","TriggeredEffect","AddPercent","basisPoint","933","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I029","照煞镜","candidate_core_i029_03","Core3","照煞镜·合脉","同属taibai法门的已点亮道具达到Build2时，“照煞”追加协同数值。","CoreEffect","30","blue","candidate_core_i029_03","CoreEffect","AddPercent","basisPoint","1166","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I029","照煞镜","candidate_core_i029_04","Core4","照煞镜·转机","“照煞”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i029_04","CoreEffect","ExtraTrigger","basisPoint","1399","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I029","照煞镜","candidate_core_i029_ultimate","Ultimate","照煞镜·成法","照煞镜完成成法后，将“照煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i029_ultimate","MechanicConversion","Convert","basisPoint","1632","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
"I030","桃木剑","candidate_core_i030_01","Core1","桃木剑·初识","桃木剑点亮后，“桃木”的基础候选效果获得第一层强化。","MechanicConversion","10","white","candidate_core_i030_01","MechanicConversion","ExtraTarget","count","1","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I030","桃木剑","candidate_core_i030_02","Core2","桃木剑·承式","触发“桃木”后返还一部分节奏资源，并保留下一次触发条件。","MechanicConversion","20","green","candidate_core_i030_02","MechanicConversion","ExtraTarget","count","2","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I030","桃木剑","candidate_core_i030_03","Core3","桃木剑·合脉","同属taibai法门的已点亮道具达到Build2时，“桃木”追加协同数值。","CoreEffect","30","blue","candidate_core_i030_03","CoreEffect","AddPercent","count","3","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I030","桃木剑","candidate_core_i030_04","Core4","桃木剑·转机","“桃木”满足关键条件后额外触发一次，但受独立冷却限制。","CoreEffect","40","purple","candidate_core_i030_04","CoreEffect","ExtraTrigger","count","4","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","同原型五层递进候选核心。"
"I030","桃木剑","candidate_core_i030_ultimate","Ultimate","桃木剑·成法","桃木剑完成成法后，将“桃木”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","MechanicConversion","40","orange","candidate_core_i030_ultimate","MechanicConversion","Convert","count","5","品阶满足后可见；养成解锁且实例点亮时才可激活。","BALANCE_CANDIDATE","机制转换型终极核心；不是单纯倍率放大。"
