statementId,artSourceId,contentId,sourceTextExact,statementKind,primaryClassification,acceptedEvidenceId,decisionId,decisionStatus,selectedOption,factOwner,runtimeStateOwner,recommendedNextPackage,candidateId,candidateEligible,selectedForRuntime,runtimeImplemented,playerSafe,semanticReason,forbiddenInference,notesDeveloperOnly
BA-ART-01-S060,BA-ART-01,bone_aspect_enemy_c3_03_bone_dust_effigy,干扰增益,MECHANIC_MARKER,CROSS_SYSTEM_REQUIRED,,,NOT_APPLICABLE,,ENEMY_DATA,CROSS_SYSTEM_EFFECT_CONTRACT,CrossSystemEffectContractDesign01,,false,false,false,false,增益身份与实际变更由跨系统效果合同及资源 Owner 处理。,Enemy 不得直接选择目标、转移/结算伤害、改资源、改 Item 或保存第二份状态。,
BA-ART-01-S061,BA-ART-01,bone_aspect_boss_c3_array_eye_guardian,阵眼守护者,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_boss_c3_array_eye_guardian,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Boss 身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S062,BA-ART-01,bone_aspect_boss_c3_array_eye_guardian,形态切换 / 验证资格 / 阵眼缺口,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_boss_c3_array_eye_guardian,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,对应石相防守、符影进攻与阵眼暴露广义承诺；不批准具体阶段。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S063,BA-ART-01,bone_aspect_boss_c4_myriad_bone_beast,万相骨兽,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_boss_c4_myriad_bone_beast,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Boss 身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S064,BA-ART-01,bone_aspect_boss_c4_myriad_bone_beast,交易封存,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_boss_c4_myriad_bone_beast,BA-D4,USER_DECISION_REQUIRED,NOT_SELECTED,ENEMY_DATA,CROSS_SYSTEM_EFFECT_CONTRACT,BoneAspectBossPhaseDesignLock01,,false,false,false,false,只保留 P0 广义封存/形态/解封/记忆回流母题；BA-D4 的对象粒度与正式两形态未选。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S065,BA-ART-01,bone_aspect_boss_c4_myriad_bone_beast,能力切换,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_boss_c4_myriad_bone_beast,BA-D4,USER_DECISION_REQUIRED,NOT_SELECTED,ENEMY_DATA,CROSS_SYSTEM_EFFECT_CONTRACT,BoneAspectBossPhaseDesignLock01,,false,false,false,false,只保留 P0 广义封存/形态/解封/记忆回流母题；BA-D4 的对象粒度与正式两形态未选。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S066,BA-ART-01,bone_aspect_boss_c4_myriad_bone_beast,空白骨破局,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_boss_c4_myriad_bone_beast,BA-D4,USER_DECISION_REQUIRED,NOT_SELECTED,ENEMY_DATA,CROSS_SYSTEM_EFFECT_CONTRACT,BoneAspectBossPhaseDesignLock01,,false,false,false,false,只保留 P0 广义封存/形态/解封/记忆回流母题；BA-D4 的对象粒度与正式两形态未选。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S067,BA-ART-01,bone_aspect_boss_c4_myriad_bone_beast,记忆反噬,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_boss_c4_myriad_bone_beast,BA-D4,USER_DECISION_REQUIRED,NOT_SELECTED,ENEMY_DATA,CROSS_SYSTEM_EFFECT_CONTRACT,BoneAspectBossPhaseDesignLock01,,false,false,false,false,只保留 P0 广义封存/形态/解封/记忆回流母题；BA-D4 的对象粒度与正式两形态未选。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S068,BA-ART-01,,一怪一机制,PRESENTATION_PRINCIPLE,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 视觉可读性方向一致，仅用于表现审计。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-01-S069,BA-ART-01,,大轮廓清晰,PRESENTATION_PRINCIPLE,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 视觉可读性方向一致，仅用于表现审计。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-01-S070,BA-ART-01,,机制一眼可见,PRESENTATION_PRINCIPLE,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 视觉可读性方向一致，仅用于表现审计。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-01-S071,BA-ART-01,,同章有家族感,PRESENTATION_PRINCIPLE,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 视觉可读性方向一致，仅用于表现审计。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-01-S072,BA-ART-01,,小屏可读,PRESENTATION_PRINCIPLE,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 视觉可读性方向一致，仅用于表现审计。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-01-S073,BA-ART-01,,志怪现代化,PRESENTATION_PRINCIPLE,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 视觉可读性方向一致，仅用于表现审计。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-01-S074,BA-ART-01,,护壳 / 冲撞 / 分裂 / 封招 / 读条 / 打断 / 压制 / 偷念 / 复制 / 封存 / 争夺 / 标记,PRESENTATION_LEGEND,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,图标词是表现图例，不是 accepted Vocabulary 或 Runtime binding。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-01-S075,BA-ART-01,,最终形象以游戏内实际为准,PRESENTATION_NOTE,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,仅为开发者美术/构图证据，不建立玩法真相。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S001,BA-ART-02,bone_aspect_boss_c1_bone_guard,守骨奴,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_boss_c1_bone_guard,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-02-S002,BA-ART-02,bone_aspect_boss_c1_bone_guard,替骨承伤,FORM_HEADING,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,题名把保护关系具体化为替主承伤运行时语义。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S003,BA-ART-02,bone_aspect_boss_c1_bone_guard,第二阶段：替骨承伤,PHASE_HEADING,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,该阶段以跨目标承伤为核心，已被 BA-D1 否决。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S004,BA-ART-02,bone_aspect_boss_c1_bone_guard,为主承受伤害，替主分担一切侵袭。,DAMAGE_TRANSFER_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,女人实体不存在可转移伤害。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S005,BA-ART-02,bone_aspect_boss_c1_bone_guard,护板环绕，骨绳相牵,PRESENTATION_STATEMENT,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,护板与骨绳是表现元素，不建立保护连线或伤害路由。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S006,BA-ART-02,bone_aspect_boss_c1_bone_guard,忠心不渝,NARRATIVE_STATEMENT,USER_DECISION_RESOLVED,OVERLAY:BA-D1.protectedWomanIsRuntimeCombatActor,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,SharedEncounterPresentation,,false,false,false,false,忠诚关系只保留为叙事与表现身份。,不得生成女人 HP、目标、Actor、受击、承伤转移或第二真源。,
BA-ART-02-S007,BA-ART-02,bone_aspect_boss_c1_bone_guard,以身为门，代主无憾。,NARRATIVE_STATEMENT,USER_DECISION_RESOLVED,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,SharedEncounterPresentation,,false,false,false,false,仅保留守护姿态与叙事语义；跨目标伤害转移为 false。,不得生成女人 HP、目标、Actor、受击、承伤转移或第二真源。,
BA-ART-02-S008,BA-ART-02,bone_aspect_boss_c1_bone_guard,守门骨相第二阶段形态。,IDENTITY_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,这张第二阶段以替主承伤为成立条件，整体阶段不进入候选。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S009,BA-ART-02,bone_aspect_boss_c1_bone_guard,以环门之势，护主承伤,DAMAGE_TRANSFER_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,用户仅保留叙事保护关系。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S010,BA-ART-02,bone_aspect_boss_c1_bone_guard,以骨板拦截,ACTION_STATEMENT,NEW_DESIGN_CANDIDATE,,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,ba_boss_skill_candidate.bone_guard.ring_intercept,true,false,false,false,骨板拦截与 Guard 自身护壳兼容，但目标、范围和效果需后续锁定。,候选不是 accepted ID；不得补写数值、冷却、目标、AI、动画时长或执行规则。,
BA-ART-02-S011,BA-ART-02,bone_aspect_boss_c1_bone_guard,以骨绳牵引,ACTION_STATEMENT,CROSS_SYSTEM_REQUIRED,,,NOT_APPLICABLE,,ENEMY_DATA,BATTLE_TARGETING_RUNTIME,BoneAspectBossPhaseDesignLock01,ba_boss_skill_candidate.bone_guard.bone_rope_pull,true,false,false,false,骨绳牵引可作为候选意图，但目标合法性、位移与打断由 Battle/Targeting 执行。,Enemy 不得直接选择目标、转移/结算伤害、改资源、改 Item 或保存第二份状态。,
BA-ART-02-S012,BA-ART-02,bone_aspect_boss_c1_bone_guard,为门为盾，代主受难。,NARRATIVE_STATEMENT,USER_DECISION_RESOLVED,OVERLAY:BA-D1.protectedWomanIsDamageReceiver,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,SharedEncounterPresentation,,false,false,false,false,女人不是受击者；该句只能作为守护意象。,不得生成女人 HP、目标、Actor、受击、承伤转移或第二真源。,
BA-ART-02-S013,BA-ART-02,bone_aspect_boss_c1_bone_guard,防御型·拦截型·护主型,ROLE_STATEMENT,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_boss_c1_bone_guard,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,防御与护壳方向已锁；“护主”只保留叙事，不批准目标模型。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-02-S014,BA-ART-02,bone_aspect_boss_c1_bone_guard,以环形护门与浮游护板构建防御体系,PRESENTATION_STATEMENT,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,环门、浮游护板是表现参考；护壳事实仍由 Enemy 数据声明。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S015,BA-ART-02,bone_aspect_boss_c1_bone_guard,能拦截并转移绝大部分伤害,DAMAGE_TRANSFER_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,伤害转移被明确否决。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S016,BA-ART-02,bone_aspect_boss_c1_bone_guard,借骨绳牵引控制敌人,TARGET_EFFECT_STATEMENT,CROSS_SYSTEM_REQUIRED,,,NOT_APPLICABLE,,ENEMY_DATA,BATTLE_TARGETING_RUNTIME,BoneAspectBossPhaseDesignLock01,ba_boss_skill_candidate.bone_guard.bone_rope_pull,true,false,false,false,Enemy 可声明牵引意图；Battle Targeting/Resolver 决定目标、位移和控制成功。,Enemy 不得直接选择目标、转移/结算伤害、改资源、改 Item 或保存第二份状态。,
BA-ART-02-S017,BA-ART-02,bone_aspect_boss_c1_bone_guard,始终将自身置于主人身前,NARRATIVE_STATEMENT,USER_DECISION_RESOLVED,OVERLAY:BA-D1.protectedWomanIsTargetSelectionCandidate,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,SharedEncounterPresentation,,false,false,false,false,仅保留构图上的护主站位；女人不是目标或 Runtime Actor。,不得生成女人 HP、目标、Actor、受击、承伤转移或第二真源。,
BA-ART-02-S018,BA-ART-02,bone_aspect_boss_c1_bone_guard,直至战斗终结,TIMING_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.protectedWomanOwnsProtectionState,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,不得以女人为 Owner 建立贯穿战斗的保护状态。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S019,BA-ART-02,bone_aspect_boss_c1_bone_guard,胸口「忠」核心,PRESENTATION_DETAIL,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,材质和构件仅用于表现；不自动产生技能或状态。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S020,BA-ART-02,bone_aspect_boss_c1_bone_guard,浮游护板,PRESENTATION_DETAIL,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,材质和构件仅用于表现；不自动产生技能或状态。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S021,BA-ART-02,bone_aspect_boss_c1_bone_guard,朱砂骨绳,PRESENTATION_DETAIL,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,材质和构件仅用于表现；不自动产生技能或状态。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S022,BA-ART-02,bone_aspect_boss_c1_bone_guard,开环骨门结构,PRESENTATION_DETAIL,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,材质和构件仅用于表现；不自动产生技能或状态。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S023,BA-ART-02,bone_aspect_boss_c1_bone_guard,符咒挂饰,PRESENTATION_DETAIL,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,材质和构件仅用于表现；不自动产生技能或状态。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S024,BA-ART-02,bone_aspect_boss_c1_bone_guard,护板转移,SKILL_HEADING,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,技能题名的“转移”依赖跨目标承伤。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S025,BA-ART-02,bone_aspect_boss_c1_bone_guard,浮游护板沿骨绳轨迹快速转移，将即将到来的攻击引向自身。,DAMAGE_TRANSFER_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,不得从女人实体或主人实体转移伤害/攻击。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S026,BA-ART-02,bone_aspect_boss_c1_bone_guard,环形拦截,SKILL_HEADING,NEW_DESIGN_CANDIDATE,,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,ba_boss_skill_candidate.bone_guard.ring_intercept,true,false,false,false,名称可进入后续 Boss 技能设计锁；具体范围与阻挡规则未批准。,候选不是 accepted ID；不得补写数值、冷却、目标、AI、动画时长或执行规则。,
BA-ART-02-S027,BA-ART-02,bone_aspect_boss_c1_bone_guard,张开骨门形成环形防御场，拦截来自多方向的攻击。,EFFECT_STATEMENT,CROSS_SYSTEM_REQUIRED,,,NOT_APPLICABLE,,ENEMY_DATA,BATTLE_RESOLVER,BoneAspectBossPhaseDesignLock01,ba_boss_skill_candidate.bone_guard.ring_intercept,true,false,false,false,Enemy 可声明环形防御意图；攻击拦截与命中结算由 Battle Resolver 执行。,Enemy 不得直接选择目标、转移/结算伤害、改资源、改 Item 或保存第二份状态。,
BA-ART-02-S028,BA-ART-02,bone_aspect_boss_c1_bone_guard,骨绳牵引,SKILL_HEADING,CROSS_SYSTEM_REQUIRED,,,NOT_APPLICABLE,,ENEMY_DATA,BATTLE_TARGETING_RUNTIME,BoneAspectBossPhaseDesignLock01,ba_boss_skill_candidate.bone_guard.bone_rope_pull,true,false,false,false,技能名可作为候选；位移、攻击牵引和打断均需 Targeting/Battle 合同。,Enemy 不得直接选择目标、转移/结算伤害、改资源、改 Item 或保存第二份状态。,
BA-ART-02-S029,BA-ART-02,bone_aspect_boss_c1_bone_guard,以朱砂骨绳牵引敌人或攻击，拉回并打断其攻势。,TARGET_EFFECT_STATEMENT,CROSS_SYSTEM_REQUIRED,,,NOT_APPLICABLE,,ENEMY_DATA,BATTLE_TARGETING_RUNTIME,BoneAspectBossPhaseDesignLock01,ba_boss_skill_candidate.bone_guard.bone_rope_pull,true,false,false,false,Targeting 选择敌人，Battle Resolver 处理拉回与成功打断；Enemy 不直接执行。,Enemy 不得直接选择目标、转移/结算伤害、改资源、改 Item 或保存第二份状态。,
BA-ART-02-S030,BA-ART-02,bone_aspect_boss_c1_bone_guard,护主回身,SKILL_HEADING,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.protectedWomanIsRuntimeCombatActor,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,技能依赖主人/女人作为 Runtime 站位目标。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S031,BA-ART-02,bone_aspect_boss_c1_bone_guard,迅速转身置于主人身前，背后方攻击拒接在身后。,TARGET_EFFECT_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.protectedWomanIsTargetSelectionCandidate,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,可读部分已表明依赖主人 Runtime 站位，故不进入未来设计。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。 TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-02-S032,BA-ART-02,bone_aspect_boss_c1_bone_guard,第一阶段：守门骨相,FORM_HEADING,NEW_DESIGN_CANDIDATE,,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,ba_boss_phase_candidate.bone_guard.first_stage_gate_guard_form,true,false,false,false,第一阶段形态可作为 survey-only phase candidate；需后续 Boss 设计锁。,候选不是 accepted ID；不得补写数值、冷却、目标、AI、动画时长或执行规则。,
BA-ART-02-S033,BA-ART-02,bone_aspect_boss_c1_bone_guard,第二阶段：替骨承伤,FORM_HEADING,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,第二阶段依赖替主承伤。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-02-S034,BA-ART-02,bone_aspect_boss_c1_bone_guard,设定释义,PRESENTATION_HEADING,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,仅为开发者美术/构图证据，不建立玩法真相。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S035,BA-ART-02,bone_aspect_boss_c1_bone_guard,替骨承伤，忠诚无二，以开环护城，以骨板代身，以绳牵引，以门为界，代主受难，护主周全。,NARRATIVE_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,可读语义仍围绕替主承伤，按 BA-D1 排除。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。 TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-02-S036,BA-ART-02,bone_aspect_boss_c1_bone_guard,护板 / 环形拒敌 / 骨绳牵引 / 护主 / 减伤 / 控制 / 反击 / 护盾,PRESENTATION_LEGEND,PRESENTATION_ONLY,,,NOT_APPLICABLE,,SHARED_ENCOUNTER_PRESENTATION,NONE,SharedEncounterPresentation,,false,false,false,false,图标图例不建立 Skill、数值或执行。,不得由图片反推 Runtime、数值、目标或正式流程。,
BA-ART-02-S037,BA-ART-02,bone_aspect_boss_c1_bone_guard,忠魂骨符,DROP_REWARD_PROP,OUT_OF_SCOPE,,,NOT_APPLICABLE,,FORMAL_PRODUCT_FLOW_OUT_OF_SCOPE,FORMAL_PRODUCT_FLOW_OUT_OF_SCOPE,RewardDropOwnerReview,,false,false,false,false,原图掉落/奖励道具仅作展示，Reward/Drop 不在 Enemy 报告包范围。,不得生成掉落、奖励、概率、数值、Save、RunFlow 或正式章节绑定。,
BA-ART-02-S038,BA-ART-02,bone_aspect_boss_c1_bone_guard,守门骨绳,DROP_REWARD_PROP,OUT_OF_SCOPE,,,NOT_APPLICABLE,,FORMAL_PRODUCT_FLOW_OUT_OF_SCOPE,FORMAL_PRODUCT_FLOW_OUT_OF_SCOPE,RewardDropOwnerReview,,false,false,false,false,原图掉落/奖励道具仅作展示，Reward/Drop 不在 Enemy 报告包范围。,不得生成掉落、奖励、概率、数值、Save、RunFlow 或正式章节绑定。,
BA-ART-02-S039,BA-ART-02,bone_aspect_boss_c1_bone_guard,守骨门牌,DROP_REWARD_PROP,OUT_OF_SCOPE,,,NOT_APPLICABLE,,FORMAL_PRODUCT_FLOW_OUT_OF_SCOPE,FORMAL_PRODUCT_FLOW_OUT_OF_SCOPE,RewardDropOwnerReview,,false,false,false,false,原图掉落/奖励道具仅作展示，Reward/Drop 不在 Enemy 报告包范围。,不得生成掉落、奖励、概率、数值、Save、RunFlow 或正式章节绑定。,
BA-ART-02-S040,BA-ART-02,bone_aspect_boss_c1_bone_guard,骨相残片,DROP_REWARD_PROP,OUT_OF_SCOPE,,,NOT_APPLICABLE,,FORMAL_PRODUCT_FLOW_OUT_OF_SCOPE,FORMAL_PRODUCT_FLOW_OUT_OF_SCOPE,RewardDropOwnerReview,,false,false,false,false,原图掉落/奖励道具仅作展示，Reward/Drop 不在 Enemy 报告包范围。,不得生成掉落、奖励、概率、数值、Save、RunFlow 或正式章节绑定。,
