itemId,chineseName,englishStableKey,itemFamily,baseItemId,v04AdvancedItemId,v04AdvancedChineseName,advancedRelationshipChinese,energyState,triggers,allowAffixSynergyBonus,efficiencyPercent,manaCost,enemyHpDamage,enemyShieldPressure,playerShieldGain,cleanseValue,controlValue,manaGain,sampleResultChinese,playerFeedbackChinese,combatLogChinese,developerFieldsHidden,touchesFormalFlow,touchesFormalSaveData,touchesFormalReward,touchesFormalDrop,devOnly,isEnabled,sourceDataPath
chain_thunder_talisman_basic,连锁雷符,legacy_chain_thunder_talisman,chain_thunder_talisman,chain_thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的连锁旧件 / 分支参考,WeakPulse,True,False,45,18,21,5,0,0,0,0,enemyHpDamage=21;enemyShieldPressure=5,弱脉激活，连锁雷符以 45% 效率触发基础反馈。,【连锁雷符】连锁雷符保留雷击扩散与破盾倾向。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_chain_thunder_talisman.WeakPulse
chain_thunder_talisman_basic,连锁雷符,legacy_chain_thunder_talisman,chain_thunder_talisman,chain_thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的连锁旧件 / 分支参考,Powered,True,True,100,18,46,11,0,0,0,0,enemyHpDamage=46;enemyShieldPressure=11,供能稳定，连锁雷符完整触发。,【连锁雷符】连锁雷符保留雷击扩散与破盾倾向。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_chain_thunder_talisman.Powered
chain_thunder_talisman_basic,连锁雷符,legacy_chain_thunder_talisman,chain_thunder_talisman,chain_thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的连锁旧件 / 分支参考,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，连锁雷符暂不触发。,【连锁雷符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_chain_thunder_talisman.Suppressed
purify_talisman_basic,净化符,legacy_purify_talisman,purify_talisman,purify_talisman_basic,preview_cleanse_corner,净化折符,净化符 family 的进阶 / 分支,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，净化符沉寂。,【净化符】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_purify_talisman.None
purify_talisman_basic,净化符,legacy_purify_talisman,purify_talisman,purify_talisman_basic,preview_cleanse_corner,净化折符,净化符 family 的进阶 / 分支,WeakPulse,True,False,45,8,0,0,0,4,0,0,cleanse=4,弱脉激活，净化符以 45% 效率触发基础反馈。,【净化符】清除或降低负面状态。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_purify_talisman.WeakPulse
purify_talisman_basic,净化符,legacy_purify_talisman,purify_talisman,purify_talisman_basic,preview_cleanse_corner,净化折符,净化符 family 的进阶 / 分支,Powered,True,True,100,8,0,0,0,8,0,0,cleanse=8,供能稳定，净化符完整触发。,【净化符】清除或降低负面状态。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_purify_talisman.Powered
purify_talisman_basic,净化符,legacy_purify_talisman,purify_talisman,purify_talisman_basic,preview_cleanse_corner,净化折符,净化符 family 的进阶 / 分支,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，净化符暂不触发。,【净化符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_purify_talisman.Suppressed
soul_suppress_talisman_basic,镇魂符,legacy_soul_suppress_talisman,soul_suppress_talisman,soul_suppress_talisman_basic,preview_soul_seal,镇魂法印,镇魂符 family 的进阶 / 分支,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，镇魂符沉寂。,【镇魂符】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_soul_suppress_talisman.None
soul_suppress_talisman_basic,镇魂符,legacy_soul_suppress_talisman,soul_suppress_talisman,soul_suppress_talisman_basic,preview_soul_seal,镇魂法印,镇魂符 family 的进阶 / 分支,WeakPulse,True,False,45,10,0,0,0,1,5,0,cleanse=1;control=5,弱脉激活，镇魂符以 45% 效率触发基础反馈。,【镇魂符】控制、稳定并压制敌方行动倾向。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_soul_suppress_talisman.WeakPulse
soul_suppress_talisman_basic,镇魂符,legacy_soul_suppress_talisman,soul_suppress_talisman,soul_suppress_talisman_basic,preview_soul_seal,镇魂法印,镇魂符 family 的进阶 / 分支,Powered,True,True,100,10,0,0,0,2,11,0,cleanse=2;control=11,供能稳定，镇魂符完整触发。,【镇魂符】控制、稳定并压制敌方行动倾向。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_soul_suppress_talisman.Powered
soul_suppress_talisman_basic,镇魂符,legacy_soul_suppress_talisman,soul_suppress_talisman,soul_suppress_talisman_basic,preview_soul_seal,镇魂法印,镇魂符 family 的进阶 / 分支,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，镇魂符暂不触发。,【镇魂符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_soul_suppress_talisman.Suppressed
seal_basic,法印,legacy_seal,seal,seal_basic,,,旧版法印基础件，和镇魂符 family 分开保留,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，法印沉寂。,【法印】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_seal.None
seal_basic,法印,legacy_seal,seal,seal_basic,,,旧版法印基础件，和镇魂符 family 分开保留,WeakPulse,True,False,45,0,0,0,0,0,0,0,feedback_only,弱脉激活，法印以 45% 效率触发基础反馈。,【法印】法印维持阵面联动，不改为供能 provider。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_seal.WeakPulse
seal_basic,法印,legacy_seal,seal,seal_basic,,,旧版法印基础件，和镇魂符 family 分开保留,Powered,True,True,100,0,0,0,0,0,0,0,feedback_only,供能稳定，法印完整触发。,【法印】法印维持阵面联动，不改为供能 provider。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_seal.Powered
seal_basic,法印,legacy_seal,seal,seal_basic,,,旧版法印基础件，和镇魂符 family 分开保留,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，法印暂不触发。,【法印】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_seal.Suppressed
water_talisman_basic,水符,legacy_water_talisman,water_talisman,water_talisman_basic,,,旧版水系净化参考件,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，水符沉寂。,【水符】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_water_talisman.None
water_talisman_basic,水符,legacy_water_talisman,water_talisman,water_talisman_basic,,,旧版水系净化参考件,WeakPulse,True,False,45,12,0,0,0,2,0,0,cleanse=2,弱脉激活，水符以 45% 效率触发基础反馈。,【水符】水气流转与净化恢复反馈。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_water_talisman.WeakPulse
water_talisman_basic,水符,legacy_water_talisman,water_talisman,water_talisman_basic,,,旧版水系净化参考件,Powered,True,True,100,12,0,0,0,4,0,0,cleanse=4,供能稳定，水符完整触发。,【水符】水气流转与净化恢复反馈。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_water_talisman.Powered
water_talisman_basic,水符,legacy_water_talisman,water_talisman,water_talisman_basic,,,旧版水系净化参考件,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，水符暂不触发。,【水符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_water_talisman.Suppressed
exorcism_bell_basic,驱邪铃,legacy_exorcism_bell,exorcism_bell,exorcism_bell_basic,preview_old_bell,镇邪铃,驱邪铃 family 的进阶 / 分支,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，驱邪铃沉寂。,【驱邪铃】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_exorcism_bell.None
exorcism_bell_basic,驱邪铃,legacy_exorcism_bell,exorcism_bell,exorcism_bell_basic,preview_old_bell,镇邪铃,驱邪铃 family 的进阶 / 分支,WeakPulse,True,False,45,10,16,0,0,1,2,0,enemyHpDamage=16;cleanse=1;control=2,弱脉激活，驱邪铃以 45% 效率触发基础反馈。,【驱邪铃】对邪祟、污染和负面机制有克制反馈。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_exorcism_bell.WeakPulse
exorcism_bell_basic,驱邪铃,legacy_exorcism_bell,exorcism_bell,exorcism_bell_basic,preview_old_bell,镇邪铃,驱邪铃 family 的进阶 / 分支,Powered,True,True,100,10,36,0,0,2,5,0,enemyHpDamage=36;cleanse=2;control=5,供能稳定，驱邪铃完整触发。,【驱邪铃】对邪祟、污染和负面机制有克制反馈。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_exorcism_bell.Powered
exorcism_bell_basic,驱邪铃,legacy_exorcism_bell,exorcism_bell,exorcism_bell_basic,preview_old_bell,镇邪铃,驱邪铃 family 的进阶 / 分支,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，驱邪铃暂不触发。,【驱邪铃】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_exorcism_bell.Suppressed
peach_wood_basic,桃木牌,legacy_peach_wood,peach_wood,peach_wood_basic,preview_taomu_sword,桃木剑,桃木牌 family 的进阶 / 分支,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，桃木牌沉寂。,【桃木牌】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_peach_wood.None
peach_wood_basic,桃木牌,legacy_peach_wood,peach_wood,peach_wood_basic,preview_taomu_sword,桃木剑,桃木牌 family 的进阶 / 分支,WeakPulse,True,False,45,0,0,0,2,0,2,0,playerShieldGain=2;control=2,弱脉激活，桃木牌以 45% 效率触发基础反馈。,【桃木牌】基础防护、护盾与抗邪反馈。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_peach_wood.WeakPulse
peach_wood_basic,桃木牌,legacy_peach_wood,peach_wood,peach_wood_basic,preview_taomu_sword,桃木剑,桃木牌 family 的进阶 / 分支,Powered,True,True,100,0,0,0,4,0,4,0,playerShieldGain=4;control=4,供能稳定，桃木牌完整触发。,【桃木牌】基础防护、护盾与抗邪反馈。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_peach_wood.Powered
peach_wood_basic,桃木牌,legacy_peach_wood,peach_wood,peach_wood_basic,preview_taomu_sword,桃木剑,桃木牌 family 的进阶 / 分支,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，桃木牌暂不触发。,【桃木牌】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_peach_wood.Suppressed
